,eval_ess_flow,eval_ess_ais,test_set_modes_mean_log_prob,test_set_ais_mean_log_prob,seed,model_name
0,0.15484702986654544,0.15484702986654644,-484.14189065141323,-164.7183141636557,1.0,flow_kld
1,0.795110495594997,0.7951104955949969,-488.076054998142,-167.0093108604018,2.0,flow_kld
2,0.43943814519855046,0.43943814519855084,-637.6292551066085,-241.3731258861581,3.0,flow_kld
